"brothers o",-85.69,-79.71,P
"re : spoke",-213.05,-205.05,P
"URL: http:",-389.38,-393.14,S
"reporting ",-641.48,-686.35,S
"localized ",-231.26,-209.87,P
"chicago ph",-1245.32,-1535.64,S
"open seaso",-39.03,-44.86,S
"On Fri, 6 ",-844.06,-860.12,S
"re : uk : ",-333.39,-354.32,S
"die offs i",-1108.41,-1146.68,S
"hpl meter ",-336.99,-384.81,S
"california",-2440.37,-2564.07,S
"I need to ",-725.88,-787.66,S
"re : site ",-40.16,-43.22,S
"union carb",-45.12,-47.85,S
"Hello,I ha",-1263.57,-1349.23,S
"re : do yo",-164.91,-155.43,P
"summary : ",-1343.12,-1609.7,S
"good news ",-145.52,-139.75,P
"re : 5 . 1",-1183.28,-1376.19,S
"office adm",-569.02,-555.03,P
"premium re",-389.35,-364.53,P
"use Perl D",-165.85,-184.4,S
"empty",-8.75,-8.4,P
"srd louie ",-283.34,-290.45,S
"language e",-1965.12,-2114.35,S
"URL: http:",-66.46,-72.69,S
"re : 3 . 4",-244.45,-263.6,S
"empty",-8.75,-8.4,P
"euralex ' ",-699.11,-787.42,S
"semantics ",-1456.69,-1754.73,S
"localized ",-216.03,-196.78,P
"jeanie whi",-32.35,-31.44,P
"empty",-8.75,-8.4,P
"reviewer a",-230.1,-247.89,S
"update war",-369.36,-342.4,P
"    Date: ",-553.08,-585.26,S
"online pha",-79.51,-71.81,P
"hpl nom fo",-28.32,-34.61,S
"the three ",-279.79,-313.89,S
"On Thu, 8 ",-363.38,-369.13,S
"platinum s",-3217.03,-2946.97,P
"100 % f - ",-236.86,-215.92,P
"congratula",-1282.12,-1178.63,P
"best defen",-855.27,-816.8,P
"├é┬áFree P",-7050.44,-6618.25,P
"ut resumes",-386.92,-418.84,S
"ve do you ",-87.94,-86.35,P
"hpl noms f",-50.66,-61.19,S
"http://www",-723.44,-733.32,S
"all the so",-888.99,-829.68,P
"[ ilug - s",-669.82,-645.58,P
"start date",-79.14,-89.95,S
"keystone s",-173.3,-188.59,S
"As I under",-98.71,-101.83,S
"= ? utf - ",-87.96,-80.16,P
"our pro - ",-547.93,-545.67,P
"go all nig",-414.86,-375.39,P
">>>>> CW =",-71.94,-74.51,S
"          ",-6356.39,-6475.8,S
"projectors",-1167.13,-1115.08,P
"analyst / ",-1938.07,-2044.1,S
"URL: http:",-108.55,-112.38,S
"corrected ",-71.31,-77.1,S
"DEAR FRIEN",-897.05,-844.62,P
"did you ge",-94.07,-110.96,S
"enpower - ",-131.11,-136.42,S
"On Wed, 4 ",-130.57,-142.17,S
"URL: http:",-166.02,-163.52,P
"Matthias,O",-317.96,-340.37,S
"> >  sh -c",-208.02,-206.65,P
"URL: http:",-253.28,-262.2,S
"Hey FolksI",-203.89,-207.62,S
"On 10 Aug ",-475.16,-486.32,S
"--- In for",-131.72,-140.94,S
"Latest new",-312.49,-317.16,S
"re : your ",-1102.47,-1062.41,P
"Tim Chapma",-440.13,-446.34,S
"t id ( aa2",-261.86,-298.36,S
"possessive",-1497.1,-1580.39,S
"pastoria -",-242.08,-251.74,S
"best onlin",-207.7,-185.29,P
"empty",-8.75,-8.4,P
"> - tso 53",-213.07,-217.89,S
"Gordon Rut",-110.43,-112.24,S
"URL: http:",-600.58,-609.86,S
"does your ",-274.67,-253.52,P
"greatly im",-439.4,-420.93,P
"gpg window",-1272.41,-1349.61,S
"qs : a que",-113.08,-115.79,S
"re : hirin",-1708.3,-1854.98,S
"re : koch ",-336.74,-376.23,S
"> Around t",-87.29,-90.03,S
" Unsubscri",-28.19,-25.99,P
"ios postin",-21.71,-24.82,S
"glow ' 99 ",-5290.16,-6121.94,S
"reminder h",-247.89,-243.71,P
"i 6 h : lo",-609.95,-569.64,P
"cheap meds",-65.4,-59.18,P
"BARRISTER ",-923.98,-871.44,P
"they were ",-1764.66,-1795.79,S
"Download D",-2004.37,-2051.27,S
"strengthen",-496.69,-478.26,P
"BARRISTER ",-915.74,-862.79,P
"Freedombui",-1256.87,-1156.43,P
"re : ems t",-3704.88,-3515.64,P
"solicity f",-1063.02,-991.15,P
"= ? utf - ",-124.84,-117.14,P
"investment",-962.45,-925.12,P
"empty",-8.75,-8.4,P
"obligatory",-153.57,-167.99,S
"the caiso ",-163.54,-175.95,S
"internship",-235.54,-265.87,S
"Dear Justi",-1268.6,-1253.99,P
"Once upon ",-402.13,-417.02,S
"Message Bo",-2034.07,-2047.94,S
"a message ",-632.46,-617.02,P
"request fr",-600.18,-617.29,S
"new line i",-147.32,-156.13,S
"i think yo",-125.97,-129.63,S
"empty",-8.75,-8.4,P
"URL: http:",-447.71,-447.46,P
"INSIGHT NE",-1721.61,-1696.07,P
"hi all,I'm",-205.23,-217.52,S
"save your ",-201.71,-186.52,P
"re : 5 . 1",-292.98,-322.51,S
"URL: http:",-51.86,-52.71,S
"Secured In",-537.54,-503.49,P
"re : still",-114.78,-123.13,S
"etymo-dict",-116.73,-127.81,S
"heisser fe",-185.79,-175.23,P
"new produc",-353.01,-314.63,P
"re : nom c",-127.06,-145.53,S
"On Sun, 21",-447.06,-473.75,S
"re : charm",-1010.03,-1055.81,S
"Is Your Cr",-336.87,-312.88,P
"cut 20 / d",-82.65,-99.19,S
" Thank you",-3462.13,-3295.37,P
"shy amateu",-219.69,-207.17,P
"URL: http:",-82.34,-86.97,S
"v foorever",-331.51,-316.07,P
"You Can't ",-1630.02,-1525.87,P
"Eugene Lei",-165.43,-166.3,S
"sanchez oi",-348.58,-371.9,S
"any med fo",-187.97,-167.91,P
"sap id - h",-1059.7,-1106.16,S
"empty",-8.75,-8.4,P
"japanese p",-1052.0,-1108.11,S
"URL: http:",-61.79,-61.1,P
"jm@jmason.",-180.65,-187.72,S
"Accept Cre",-30.79,-28.94,P
"associate ",-1115.53,-1190.47,S
"At 12:01 P",-235.49,-264.29,S
"Hello -You",-1247.92,-1196.48,P
"mpwomen su",-764.22,-805.68,S
"Dental Pla",-391.8,-359.46,P
"Joseph S. ",-239.93,-247.74,S
"[Neale Pic",-755.33,-805.05,S
"re : 1 / 2",-255.61,-278.21,S
"Good Day!O",-311.12,-329.21,S
"URL: http:",-242.68,-242.18,P
"fw : conve",-1187.36,-1258.58,S
"2nd call f",-1708.03,-2028.68,S
"Dear Sir /",-178.01,-160.75,P
"jm@jmason.",-185.55,-198.17,S
"maybe this",-322.68,-302.24,P
"uniformita",-508.69,-557.86,S
">JUST as t",-606.08,-624.36,S
"empty",-8.75,-8.4,P
"journal of",-2092.57,-2504.04,S
"URL: http:",-82.39,-81.98,P
"konvens98 ",-2859.64,-3368.44,S
"hpl nom fo",-26.67,-32.32,S
"it isn't h",-985.42,-1050.79,S
"On Sat, Au",-394.49,-413.86,S
"re : hpl s",-2220.22,-2430.26,S
"re : nom /",-113.62,-123.16,S
"uk submiss",-1821.11,-1943.37,S
"> On Wed, ",-190.04,-206.69,S
"5th intl .",-3918.12,-4397.67,S
"need low p",-271.34,-256.46,P
"edt job op",-2069.17,-2374.55,S
"explore vi",-370.01,-346.77,P
"never see ",-323.98,-318.91,P
"enron / hp",-9.59,-11.82,S
"click here",-126.58,-113.65,P
"aum shinri",-414.32,-452.53,S
"hpl nom fo",-19.89,-23.36,S
"Tremendous",-267.59,-236.1,P
"*** FREE B",-538.04,-495.75,P
"URL: http:",-38.99,-39.51,S
"I have bee",-365.32,-372.47,S
"magic 15 ,",-900.55,-950.58,S
"RECIEVE AL",-288.14,-271.59,P
"On 23 Aug ",-148.21,-165.18,S
"enron net ",-783.57,-794.61,S
"subcategor",-529.75,-609.55,S
"Legal TV D",-1427.9,-1326.12,P
". message ",-537.47,-489.14,P
"Update of ",-297.15,-319.07,S
"lp deal bi",-103.57,-108.09,S
"fat boy wa",-464.14,-443.98,P
"more data ",-602.8,-668.31,S
"armenian g",-28.89,-30.23,S
"proposed c",-1011.42,-1070.63,S
"On Mon, 16",-713.7,-741.16,S
"price caps",-2642.23,-2784.21,S
"├é┬á├é┬áDe",-416.69,-366.34,P
"request su",-225.73,-236.16,S
"maureen no",-50.1,-54.34,S
"f - r - e ",-363.9,-353.6,P
"re : [ 618",-38.85,-36.19,P
"duke deliv",-303.32,-334.94,S
"txu gas di",-166.44,-182.69,S
"oasis pma ",-237.23,-258.34,S
"Greetings ",-7093.01,-6327.31,P
"empty",-8.75,-8.4,P
"empty",-8.75,-8.4,P
"applicatio",-186.18,-178.28,P
"On 19 Jul ",-198.12,-205.53,S
"mac parall",-944.19,-1064.62,S
"chechen wh",-6209.66,-6704.62,S
"all graphi",-501.55,-395.39,P
"re : my mo",-387.86,-406.98,S
"http://www",-665.77,-680.82,S
"Jim Whiteh",-137.86,-150.31,S
"empty",-8.75,-8.4,P
"On Tue, Au",-167.39,-181.61,S
"urgent inv",-2310.63,-2201.81,P
"do you lov",-143.81,-128.56,P
"english pa",-388.54,-418.05,S
"office xp ",-295.73,-274.09,P
"need to do",-511.31,-495.11,P
"[I wrote t",-544.06,-595.94,S
"ny event w",-563.93,-590.33,S
"museum of ",-209.88,-204.84,P
"re : what ",-309.41,-335.76,S
"URL: http:",-886.65,-908.51,S
"updated el",-816.6,-863.23,S
"John P. Lo",-121.76,-132.37,S
"< ot > pro",-1079.01,-1313.32,S
"left offic",-81.91,-87.59,S
"The Ximian",-153.74,-150.99,P
"if (window",-2706.74,-2705.15,P
"summerset ",-1260.46,-1151.47,P
"meedz 2 u ",-377.54,-349.32,P
"You have b",-227.86,-216.62,P
"popular so",-391.37,-384.06,P
"Your appli",-517.26,-490.8,P
"On Sat, Oc",-228.68,-236.88,S
"re [ 10 ] ",-27.77,-28.89,S
"         :",-965.39,-1004.29,S
"dave - che",-1572.19,-1462.59,P
"re : ems s",-3561.74,-3369.07,P
"tiger team",-89.58,-93.12,S
"california",-3476.23,-3659.71,S
"re : vallu",-131.74,-121.08,P
"re : hello",-937.15,-1023.58,S
"alp presen",-859.57,-989.13,S
"re : pain ",-355.31,-335.03,P
"calpine mo",-197.26,-208.74,S
"re [ 1 ] :",-2169.96,-1824.46,P
"linguistic",-1463.98,-1711.99,S
"URL: http:",-0.5,-0.93,S
"On Thu, Se",-360.61,-393.54,S
"premium on",-252.34,-234.71,P
"2nd issue ",-332.0,-398.42,S
"http://www",-119.73,-120.74,S
"originatio",-343.79,-381.23,S
"your onlin",-285.92,-264.24,P
"Long time ",-1238.31,-1157.04,P
"On Thu, 20",-872.93,-927.39,S
"controls n",-468.08,-495.27,S
"I'm gettin",-108.58,-111.2,S
"your logo ",-255.09,-223.22,P
"OK guys --",-180.81,-187.45,S
"oppd prepa",-283.09,-283.65,S
"Rohit Khar",-479.21,-496.28,S
"nomination",-82.33,-94.07,S
"call for p",-529.67,-588.68,S
"vote usb 1",-773.49,-797.73,S
"failure no",-581.1,-558.7,P
"gmm 09 nov",-59.42,-65.98,S
"your techn",-128.55,-126.92,P
">Helen & M",-385.17,-399.29,S
"re : www m",-192.85,-179.29,P
"using and ",-809.3,-943.74,S
"project hi",-343.3,-374.0,S
"URL: http:",-389.6,-402.17,S
"re : = 20 ",-2491.56,-2396.33,P
"bring on t",-124.38,-126.63,S
"Randy Bush",-188.53,-193.77,S
"december 1",-103.79,-113.85,S
"re : meter",-359.05,-429.08,S
"Increase y",-466.01,-437.05,P
"summary : ",-1395.7,-1628.85,S
"corpus - b",-1239.62,-1461.99,S
"empty",-8.75,-8.4,P
"logitech w",-1138.76,-1078.52,P
"dentists ,",-1442.42,-1362.02,P
"award noti",-1973.59,-1858.02,P
"Once upon ",-711.63,-770.67,S
"80 % disco",-1550.42,-1446.33,P
"My FREE Me",-144.18,-132.92,P
"hey i have",-189.35,-192.67,S
"sentence p",-4287.66,-4841.27,S
"a linguist",-592.12,-645.38,S
"So how did",-96.43,-96.3,P
"start date",-79.14,-89.95,S
"nineteenth",-1194.65,-1427.64,S
"longview d",-332.06,-337.29,S
"your appro",-15.58,-16.34,S
"do you kno",-335.35,-322.02,P
"heyz darli",-127.56,-124.99,P
"Hi,fergal@",-463.28,-493.53,S
"meningitis",-1061.47,-1052.98,P
">>>>> R ==",-94.03,-102.25,S
"philosophy",-591.16,-668.36,S
"eol data ,",-943.59,-1022.76,S
"cheap soft",-23.42,-20.95,P
"James Raft",-365.45,-382.56,S
"Hi,when te",-311.89,-313.54,S
"office 2 o",-337.06,-301.96,P
"do you kno",-331.23,-306.28,P
"your sites",-106.04,-105.13,P
